id,carat,cut,color,clarity,depth,table,x,y,z,price
5504,1.19,Premium,H,SI2,60.8,60.0,6.8,6.85,4.14,4845
11897,0.54,Ideal,G,SI1,61.6,55.0,5.23,5.28,3.24,1343
12585,0.25,Very Good,F,VVS2,62.5,57.0,4.03,4.05,2.52,548
12957,0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.12,3.18,1866
3831,2.19,Good,D,SI2,60.2,60.0,8.37,8.46,5.08,18526
12599,0.32,Ideal,G,VS1,62.5,53.0,4.37,4.4,2.74,645
16761,0.7,Very Good,E,SI1,62.9,57.0,5.63,5.65,3.55,2172
6714,1.21,Premium,H,SI2,61.2,58.0,6.9,6.84,4.21,4578
14522,1.0,Good,F,SI2,63.3,59.0,6.33,6.38,4.02,3872
6983,0.5,Ideal,H,VS2,62.3,57.0,5.11,5.06,3.17,1294
15528,0.31,Ideal,D,VS1,60.9,57.0,4.39,4.41,2.68,789
4915,2.25,Premium,H,SI1,62.2,58.0,8.36,8.3,5.17,17118
12552,1.51,Premium,H,SI2,62.4,58.0,7.31,7.33,4.56,7744
17576,0.72,Premium,G,SI2,61.8,57.0,5.74,5.71,3.54,2479
16676,1.09,Ideal,G,VS2,62.1,57.0,6.56,6.59,4.08,5766
7278,0.41,Ideal,D,SI2,62.4,56.0,4.77,4.76,2.97,876
9645,0.55,Ideal,D,SI1,61.7,56.0,5.27,5.3,3.25,1763
468,1.06,Ideal,G,SI1,61.9,56.0,6.57,6.54,4.06,5292
27,0.5,Ideal,E,VS1,61.4,54.0,5.13,5.18,3.17,1778
13996,1.0,Good,I,VS2,61.5,65.0,6.34,6.38,3.91,3288
16225,0.76,Very Good,E,VS2,58.5,63.0,5.98,6.04,3.52,3238
4147,1.5,Good,F,SI2,59.2,61.0,7.32,7.42,4.36,8064
18616,1.0,Premium,F,VS2,61.4,58.0,6.42,6.41,3.94,6608
805,2.01,Very Good,H,SI2,61.0,60.0,8.09,8.13,4.94,11627
17004,1.02,Very Good,G,SI1,63.1,57.0,6.42,6.36,4.03,4933
11552,0.74,Ideal,I,SI1,62.0,56.0,5.81,5.84,3.62,2458
14748,0.9,Good,F,SI1,62.6,58.0,6.1,6.13,3.83,3713
12136,0.44,Ideal,G,VVS1,60.6,57.0,4.95,4.91,2.98,1370
7541,1.06,Premium,G,VS1,60.7,58.0,6.64,6.56,4.0,7357
17986,0.3,Ideal,F,VS2,60.8,57.0,4.35,4.36,2.65,605
1143,0.33,Ideal,E,VS2,61.2,57.0,4.4,4.42,2.7,928
10157,0.54,Ideal,D,VVS2,62.0,55.0,5.25,5.23,3.25,2362
2737,1.06,Ideal,G,SI1,61.5,56.0,6.54,6.57,4.03,5412
14067,0.31,Ideal,D,VS2,61.9,57.0,4.34,4.3,2.68,867
16629,0.32,Ideal,E,VS2,62.8,55.0,4.4,4.42,2.77,900
7100,0.57,Ideal,F,VS1,61.6,56.0,5.33,5.35,3.28,1857
12900,2.02,Good,J,SI1,63.5,62.0,7.84,7.88,5.03,11189
8019,0.9,Ideal,G,VS2,62.1,54.0,6.18,6.19,3.84,4400
6750,1.8,Premium,I,SI1,61.9,58.0,7.78,7.74,4.79,10913
8902,2.01,Very Good,G,SI1,60.0,56.0,8.19,8.23,4.88,18115
8492,0.63,Very Good,D,SI1,62.0,59.0,5.47,5.51,3.4,1819
7749,1.31,Premium,G,VS1,61.6,58.0,7.01,6.97,4.3,10685
13911,0.31,Premium,E,SI1,61.5,58.0,4.4,4.35,2.69,698
15333,1.09,Ideal,F,VS2,61.6,57.0,6.64,6.59,4.07,7130
7152,0.5,Premium,E,VS2,60.3,58.0,5.17,5.13,3.11,1746
16511,1.6,Ideal,I,VS2,62.0,54.0,7.53,7.55,4.68,9526
3742,0.7,Very Good,G,SI1,62.0,57.0,5.65,5.69,3.51,2334
83,1.54,Premium,G,VS1,62.4,59.0,7.37,7.35,4.6,12388
17150,0.66,Very Good,D,SI1,61.4,56.0,5.64,5.7,3.48,2275
925,0.46,Fair,H,SI1,65.4,56.0,4.85,4.82,3.18,1016
15310,1.04,Very Good,F,SI1,63.8,58.0,6.39,6.42,4.1,4968
12227,0.93,Good,H,SI2,62.2,62.0,6.19,6.29,3.88,3398
10269,0.51,Ideal,G,VS1,62.1,54.0,5.13,5.17,3.2,1662
16078,0.41,Ideal,F,SI1,61.4,55.0,4.85,4.79,2.96,1016
8870,0.3,Premium,F,VS2,62.9,58.0,4.3,4.27,2.69,776
14117,2.01,Fair,D,SI2,59.9,66.0,8.18,8.15,4.84,16624
14338,1.01,Very Good,F,VS2,60.0,61.0,6.44,6.47,3.88,6762
16697,0.54,Ideal,F,VS1,62.2,56.0,5.27,5.23,3.26,1773
2536,1.03,Very Good,E,SI2,63.6,58.0,6.38,6.35,4.05,4563
8692,0.56,Ideal,G,SI2,60.6,55.0,5.34,5.37,3.25,1715
16207,0.4,Good,D,SI1,63.7,57.0,4.69,4.63,2.97,851
8639,0.72,Ideal,E,VS2,61.2,56.0,5.79,5.76,3.53,3226
8037,0.53,Very Good,F,VS2,61.7,58.0,5.18,5.21,3.2,1704
16037,0.31,Good,H,SI1,62.2,56.0,4.34,4.36,2.71,444
17965,0.31,Premium,D,VS2,61.2,58.0,4.32,4.35,2.65,734
13212,0.85,Very Good,E,SI1,61.5,59.0,6.1,6.09,3.74,3117
2798,1.02,Very Good,F,VVS2,62.3,59.0,6.42,6.47,4.01,8917
11660,1.01,Ideal,D,SI2,62.0,57.0,6.39,6.42,3.98,4588
18665,0.7,Very Good,G,VS1,61.5,56.0,5.63,5.78,3.51,2699
16833,1.0,Good,I,SI1,64.2,55.0,6.32,6.27,4.04,3981
19023,0.5,Very Good,D,SI1,59.6,60.0,5.14,5.18,3.08,1569
7068,0.37,Ideal,E,VS1,62.7,57.0,4.55,4.59,2.86,899
16276,1.01,Premium,D,VS2,59.5,61.0,6.39,6.47,3.83,6909
9892,1.02,Premium,I,SI2,62.1,58.0,6.48,6.44,4.01,3856
5595,0.51,Good,F,VS2,63.3,54.0,5.1,5.07,3.22,1649
11655,0.32,Ideal,H,SI1,61.5,56.0,4.37,4.4,2.7,461
2324,1.01,Ideal,F,VS2,61.3,57.0,6.5,6.46,3.97,6727
11770,2.1,Good,I,SI2,61.8,65.0,8.11,8.21,5.04,12100
11768,0.4,Ideal,E,SI1,62.6,57.0,4.69,4.67,2.93,1016
4863,1.04,Very Good,E,SI1,62.6,56.0,6.49,6.46,4.05,5598
10336,0.41,Premium,D,SI2,61.3,58.0,4.8,4.76,2.94,876
8229,2.02,Very Good,I,VS2,59.0,59.0,8.14,8.18,4.84,16921
11396,1.26,Premium,H,VS2,62.0,59.0,6.94,6.91,4.29,6733
5441,0.3,Ideal,E,VS2,61.4,56.0,4.31,4.28,2.63,844
17122,1.11,Ideal,G,VVS1,62.0,56.0,6.63,6.7,4.13,8693
6252,1.12,Premium,H,SI2,61.6,56.0,6.58,6.64,4.06,4842
5341,0.94,Premium,I,VS1,60.8,60.0,6.34,6.3,3.84,4187
3730,0.57,Ideal,E,VS1,61.9,55.0,5.31,5.33,3.3,2133
8866,0.9,Very Good,F,SI1,62.6,59.0,6.14,6.19,3.86,4054
11968,1.5,Good,H,VS1,60.2,62.0,7.33,7.41,4.45,10910
8267,0.97,Ideal,F,SI2,60.7,56.0,6.48,6.52,3.94,4256
15619,0.32,Very Good,G,IF,62.6,53.0,4.37,4.39,2.74,883
13738,0.52,Ideal,D,VS2,61.8,57.0,5.16,5.19,3.2,1826
10898,0.91,Very Good,D,SI2,63.2,58.0,6.05,6.08,3.84,3703
8034,1.6,Ideal,G,VVS2,61.4,56.0,7.62,7.49,4.65,15845
6824,0.3,Ideal,F,IF,61.7,54.0,4.28,4.3,2.65,886
17953,1.07,Ideal,F,VVS2,62.2,55.0,6.59,6.54,4.09,8941
12794,1.51,Very Good,H,SI1,62.1,56.0,7.27,7.3,4.52,9596
18019,0.78,Very Good,I,VS2,61.8,55.0,5.89,5.92,3.66,2553
11026,0.36,Very Good,G,VS1,62.6,57.0,4.52,4.57,2.85,746
4502,1.51,Ideal,G,SI1,61.8,57.0,7.34,7.3,4.53,11096
3980,1.01,Very Good,D,SI1,59.8,61.0,6.49,6.53,3.88,5648
9532,0.31,Ideal,G,IF,61.7,57.0,4.35,4.36,2.69,918
14570,0.31,Ideal,G,VS1,61.7,55.0,4.38,4.35,2.7,645
2163,0.34,Ideal,E,VS1,62.1,55.0,4.49,4.46,2.78,745
12439,0.33,Ideal,G,VVS1,61.9,56.0,4.41,4.46,2.75,926
2896,0.57,Ideal,F,VS2,60.3,57.0,5.41,5.38,3.25,1745
18377,0.52,Good,E,VS2,63.3,54.0,5.12,5.08,3.23,1732
16755,0.9,Premium,E,SI1,62.0,61.0,6.13,6.05,3.77,3748
15164,1.15,Premium,G,IF,62.0,58.0,6.76,6.71,4.18,9630
10368,1.2,Ideal,H,SI1,62.8,56.0,6.75,6.79,4.25,6954
19097,0.7,Ideal,H,SI2,60.2,56.0,5.78,5.82,3.49,2031
13820,0.7,Premium,D,VS2,61.5,60.0,5.65,5.69,3.49,2939
12727,0.92,Premium,H,SI2,60.1,60.0,6.38,6.35,3.82,3417
875,0.32,Ideal,G,IF,62.4,56.0,4.37,4.39,2.74,799
15047,1.02,Ideal,F,VS2,62.0,57.0,6.42,6.45,3.99,6857
14957,0.32,Premium,H,VS1,59.7,60.0,4.43,4.46,2.65,596
8523,0.54,Ideal,F,VS2,62.0,56.0,5.22,5.25,3.25,1786
9015,0.71,Premium,H,VS1,62.5,58.0,5.71,5.67,3.55,2453
11355,0.33,Ideal,G,VVS1,60.9,57.0,4.53,4.48,2.74,1046
12898,1.01,Ideal,H,SI1,62.2,55.0,6.44,6.4,4.0,5387
4369,1.01,Ideal,J,SI1,62.1,56.0,6.42,6.38,3.99,3521
3021,0.51,Ideal,G,VS1,62.1,56.0,5.09,5.13,3.17,1574
8955,1.0,Very Good,J,VS2,63.1,59.0,6.34,6.29,3.99,3696
14793,0.32,Premium,H,VS2,61.7,58.0,4.37,4.41,2.7,558
6817,1.6,Ideal,I,VS2,61.2,55.0,7.56,7.62,4.65,14281
14035,1.01,Premium,F,SI2,60.5,58.0,6.55,6.52,3.94,4356
10388,0.57,Ideal,G,VS2,62.1,55.0,5.3,5.33,3.3,1662
1047,0.35,Ideal,F,SI1,62.4,56.0,4.5,4.52,2.82,748
6933,1.0,Premium,I,SI1,59.1,59.0,6.42,6.46,3.8,3766
16717,1.01,Premium,H,SI2,62.9,59.0,6.38,6.35,4.0,4592
10236,1.21,Ideal,H,SI1,62.2,55.0,6.81,6.88,4.24,6019
19486,1.05,Ideal,F,VS1,62.7,54.0,6.51,6.54,4.1,7001
9153,1.13,Ideal,F,SI1,61.9,57.0,6.64,6.69,4.11,5647
4353,0.7,Very Good,H,SI1,61.1,60.0,5.72,5.75,3.51,2360
19694,1.5,Ideal,F,SI1,62.8,57.0,7.25,7.22,4.55,11844
794,0.6,Very Good,E,VS1,63.7,57.0,5.37,5.33,3.42,2065
3745,0.3,Ideal,G,IF,62.0,53.0,4.3,4.34,2.68,918
7723,1.08,Ideal,G,VS2,62.2,56.0,6.55,6.59,4.08,7163
10548,2.41,Fair,J,SI2,61.0,66.0,8.6,8.57,5.25,12267
2802,1.52,Premium,H,SI2,62.3,60.0,7.31,7.36,4.57,7909
10959,0.31,Ideal,D,VS1,61.8,57.0,4.37,4.34,2.69,642
15030,0.32,Premium,H,VVS2,60.6,59.0,4.5,4.47,2.72,828
13805,0.51,Very Good,G,SI1,62.3,60.0,5.08,5.12,3.17,1197
16038,0.31,Ideal,G,VS2,62.8,57.0,4.35,4.38,2.74,544
17325,1.5,Ideal,J,VS1,61.1,55.0,7.34,7.32,4.48,8752
2194,0.7,Ideal,F,SI2,59.8,56.0,5.86,5.79,3.48,2276
8299,0.32,Ideal,I,VS2,62.8,54.0,4.41,4.35,2.74,576
12308,0.36,Ideal,D,SI1,62.3,57.0,4.53,4.56,2.83,626
3042,0.91,Very Good,F,VS1,63.5,59.0,6.13,6.09,3.89,4436
10474,0.4,Premium,G,VS2,61.1,60.0,4.74,4.75,2.9,1113
1043,0.72,Good,E,VS1,63.7,60.0,5.7,5.66,3.62,3043
11747,1.0,Good,D,SI2,63.9,58.0,6.29,6.35,4.04,4558
1676,0.32,Ideal,D,VS1,62.4,54.0,4.36,4.39,2.73,817
8821,1.01,Ideal,E,VS2,62.6,57.0,6.41,6.35,4.0,7103
6834,0.41,Ideal,G,VS1,61.7,57.0,4.77,4.81,2.95,961
15905,2.11,Premium,F,SI2,61.1,59.0,8.28,8.22,5.03,18691
4278,1.07,Ideal,F,SI1,61.7,56.0,6.58,6.56,4.05,4937
3835,0.72,Ideal,H,SI2,61.0,58.0,5.78,5.81,3.53,2182
1880,0.75,Ideal,G,VS1,62.6,56.0,5.81,5.83,3.64,3639
19403,0.7,Premium,E,SI1,60.1,59.0,5.75,5.79,3.45,2834
6725,0.7,Very Good,F,VS2,61.6,56.0,5.73,5.69,3.51,2325
5025,0.3,Ideal,F,IF,62.1,56.0,4.29,4.32,2.67,886
13110,1.07,Premium,E,SI2,59.5,58.0,6.61,6.65,3.95,5491
1775,0.4,Premium,G,VVS1,61.0,58.0,4.8,4.77,2.92,1179
16475,0.3,Ideal,G,VS2,61.0,57.0,4.32,4.34,2.65,536
16992,0.71,Ideal,E,SI2,61.8,56.0,5.71,5.69,3.52,2360
17307,0.71,Ideal,E,VS2,61.2,56.0,5.73,5.75,3.52,3311
7814,0.43,Ideal,G,SI1,62.3,55.0,4.84,4.87,3.02,904
8588,0.9,Very Good,I,SI2,63.4,58.0,6.1,6.04,3.84,3104
14980,0.32,Ideal,G,SI1,62.6,55.0,4.4,4.38,2.75,612
5942,1.09,Premium,D,SI2,60.5,59.0,6.65,6.66,4.02,5151
2692,1.0,Premium,F,SI2,62.8,59.0,6.39,6.34,3.99,3732
9653,1.02,Premium,D,VS1,62.5,58.0,6.41,6.44,4.02,8258
7884,0.54,Ideal,D,VS2,61.0,56.0,5.3,5.26,3.22,1712
15219,0.9,Premium,D,SI1,61.9,59.0,6.14,6.17,3.81,4482
7751,0.38,Premium,E,SI2,61.5,58.0,4.63,4.67,2.86,641
13534,1.51,Premium,G,VS1,62.3,60.0,7.33,7.3,4.55,14611
16714,1.7,Very Good,H,VS1,62.3,60.0,7.63,7.67,4.75,15100
11980,0.53,Premium,E,SI1,62.6,58.0,5.17,5.11,3.22,1395
199,0.5,Premium,E,VS2,60.9,58.0,5.16,5.19,3.15,1746
4397,0.57,Ideal,J,VS2,61.2,57.0,5.33,5.38,3.27,1060
14503,0.91,Ideal,E,SI1,61.7,57.0,6.21,6.26,3.85,4278
554,2.04,Good,I,IF,63.8,61.0,7.93,8.0,5.14,18659
7359,1.01,Good,E,SI1,63.8,56.0,6.32,6.39,4.06,5450
345,0.37,Ideal,D,SI2,60.7,57.0,4.66,4.63,2.82,571
16024,1.71,Ideal,G,VS2,60.8,59.0,7.72,7.68,4.66,16492
10305,0.54,Ideal,E,SI1,62.2,57.0,5.21,5.24,3.25,1389
13603,0.32,Ideal,G,VS1,62.1,54.0,4.37,4.41,2.72,645
4176,0.39,Ideal,I,VS1,61.8,54.0,4.67,4.71,2.9,703
2236,2.05,Premium,I,SI2,61.2,60.0,8.19,8.13,4.99,13892
7408,0.73,Ideal,D,SI1,61.8,56.0,5.77,5.8,3.58,3189
6151,1.02,Good,E,SI2,63.3,56.0,6.29,6.41,4.02,4229
5843,2.02,Premium,J,SI2,62.4,60.0,8.03,8.1,5.03,12440
580,0.36,Very Good,E,SI1,62.7,55.0,4.54,4.58,2.86,631
2154,0.52,Ideal,G,VS1,61.2,57.0,5.17,5.2,3.16,1689
6325,1.19,Premium,H,SI2,62.3,57.0,6.82,6.73,4.22,4045
5339,0.39,Very Good,G,IF,62.1,55.0,4.72,4.71,2.93,1235
14197,0.52,Ideal,G,VS1,60.0,57.0,5.22,5.27,3.16,1689
1791,2.05,Premium,I,VS2,59.7,60.0,8.32,8.25,4.96,15529
3692,0.31,Ideal,H,VS1,61.6,56.0,4.35,4.39,2.69,435
8517,2.55,Ideal,D,SI2,62.2,55.0,8.76,8.66,5.43,18559
831,0.3,Very Good,G,SI2,61.9,58.0,4.29,4.33,2.67,394
9132,0.3,Premium,D,SI1,62.9,58.0,4.3,4.2,2.67,576
13734,1.01,Good,D,SI2,63.9,57.0,6.35,6.29,4.04,4672
14460,0.92,Very Good,E,SI2,62.8,63.0,6.18,6.2,3.89,3726
12184,0.54,Ideal,H,SI2,61.0,56.0,5.23,5.28,3.21,1170
9387,0.7,Good,F,VS2,62.7,57.0,5.62,5.69,3.55,2709
2453,1.54,Premium,H,VS2,60.8,60.0,7.49,7.46,4.54,11746
16917,0.73,Premium,F,VVS1,60.8,56.0,5.79,5.83,3.53,3720
13036,1.33,Premium,H,SI2,61.2,58.0,7.12,7.06,4.34,7316
8192,0.9,Very Good,G,SI2,62.8,57.0,6.09,6.18,3.86,3170
360,0.3,Ideal,D,VS2,61.7,56.0,4.3,4.33,2.66,710
5007,1.03,Good,F,SI1,63.1,60.0,6.36,6.43,4.03,5050
7182,0.5,Ideal,E,VS2,62.5,57.0,5.14,5.11,3.2,1746
13432,0.78,Ideal,G,VS1,61.5,56.0,5.91,5.95,3.64,3027
289,2.04,Premium,H,SI1,62.0,60.0,8.14,8.07,5.01,17403
17464,0.7,Very Good,E,IF,63.3,59.0,5.62,5.65,3.57,3447
2375,1.03,Ideal,G,VS2,61.4,55.0,6.5,6.52,4.0,6198
19600,1.02,Ideal,G,SI2,60.9,57.0,6.52,6.59,4.0,4072
2055,0.7,Premium,D,SI2,61.7,60.0,5.75,5.7,3.53,2410
18405,0.32,Ideal,F,VVS2,61.2,54.0,4.42,4.45,2.71,800
12879,0.32,Ideal,D,VS2,62.4,57.0,4.36,4.39,2.73,758
5082,0.32,Ideal,D,SI1,61.0,57.0,4.41,4.44,2.7,669
10049,0.26,Ideal,E,VVS2,62.5,57.0,4.06,4.09,2.54,547
11148,1.01,Premium,D,SI2,62.3,60.0,6.37,6.4,3.98,4922
5725,0.83,Premium,E,SI1,61.9,59.0,6.05,6.02,3.73,2996
17976,0.33,Ideal,F,VVS1,62.0,55.0,4.45,4.44,2.75,912
6867,0.31,Ideal,D,VS2,61.5,55.0,4.37,4.33,2.68,942
8295,1.22,Premium,G,VS1,61.8,58.0,6.84,6.87,4.24,9225
12027,0.34,Ideal,G,IF,61.7,57.0,4.5,4.46,2.77,1018
9985,0.33,Ideal,G,VVS2,60.9,57.0,4.45,4.49,2.72,943
16213,0.32,Ideal,E,VVS1,61.8,55.0,4.46,4.42,2.74,1020
5386,1.18,Ideal,I,VS1,62.0,57.0,6.83,6.79,4.22,6653
15898,0.28,Very Good,H,VVS2,60.5,60.0,4.23,4.26,2.56,486
5575,1.21,Very Good,G,VS1,60.2,58.0,6.9,6.94,4.16,7906
4560,0.32,Ideal,F,VS2,62.1,57.0,4.38,4.41,2.73,645
17504,0.4,Good,F,VS1,63.1,64.0,4.61,4.63,2.91,782
18294,0.72,Ideal,H,VS2,62.1,56.0,5.75,5.72,3.56,2479
7317,1.51,Good,D,SI1,63.7,56.0,7.25,7.2,4.59,12261
18161,0.31,Ideal,H,SI1,62.2,54.0,4.34,4.38,2.71,389
6534,1.01,Very Good,I,SI2,61.0,58.0,6.44,6.48,3.94,3774
11509,0.9,Good,D,VS2,64.2,60.0,6.06,6.01,3.87,4586
7150,1.52,Ideal,I,SI2,61.9,56.0,7.4,7.37,4.57,11182
12516,0.23,Ideal,F,VS2,61.9,56.0,3.94,3.96,2.44,388
6355,2.01,Very Good,I,VS1,62.3,59.0,7.89,7.94,4.98,14725
5278,2.01,Very Good,H,VS2,63.3,53.0,7.89,7.85,5.02,14998
11041,1.5,Premium,J,SI1,61.4,59.0,7.16,7.21,4.42,4763
18767,0.72,Ideal,E,VS1,62.2,56.0,5.72,5.75,3.57,3226
9443,0.42,Ideal,E,VS1,62.0,56.0,4.79,4.81,2.97,1179
5133,1.11,Premium,G,VVS2,61.9,57.0,6.7,6.66,4.12,8364
17148,0.78,Premium,H,VS2,62.1,60.0,5.93,5.85,3.66,2440
3108,0.51,Premium,H,IF,62.7,59.0,5.1,5.14,3.21,1973
6388,1.22,Premium,G,SI1,59.4,58.0,6.96,6.9,4.13,6492
863,0.58,Ideal,D,VS1,62.0,57.0,5.32,5.35,3.31,1902
3254,1.01,Premium,H,VS2,61.5,58.0,6.44,6.37,3.93,4824
10257,1.02,Very Good,F,SI1,63.1,57.0,6.39,6.43,4.04,5998
19757,0.42,Premium,F,VVS1,61.4,59.0,4.81,4.82,2.96,1323
9478,0.72,Ideal,F,SI1,62.1,57.0,5.69,5.73,3.55,2706
1508,1.51,Premium,G,SI2,62.6,61.0,7.31,7.28,4.57,7695
2872,0.71,Ideal,I,VS2,62.0,56.0,5.77,5.73,3.56,2217
15239,1.02,Ideal,F,VS2,61.1,57.0,6.49,6.52,3.97,6340
12704,0.31,Ideal,H,VVS1,61.7,56.0,4.32,4.34,2.67,707
16112,0.32,Ideal,G,VS2,62.4,56.0,4.35,4.3,2.7,561
8379,0.72,Ideal,E,VS2,62.0,54.0,5.74,5.77,3.57,3237
6011,0.32,Very Good,G,VS2,62.8,56.0,4.38,4.42,2.76,561
6556,0.27,Very Good,D,VS1,61.7,57.0,4.14,4.17,2.57,622
4124,0.79,Ideal,G,SI2,61.3,56.0,5.96,6.0,3.66,2690
